Title,Organization,Skills,Ratings,Review counts,Level,Pro,Dure,Combined_Text
Fundamentals of Project Planning and Management,University of Virginia,"[' Project Management', ' Strategy and Operations', ' Leadership and Management', ' Planning']",4.7,9500,Beginner ,· Course ,· 1 - 4 Weeks,"Fundamentals of Project Planning and Management  Project Management, Strategy and Operations, Leadership and Management, Planning University of Virginia"
Medical Billing and Coding Fundamentals,MedCerts,"[' Communication', ' Critical Thinking', ' Leadership and Management']",4.8,254,Beginner ,· Specialization ,· 3 - 6 Months,"Medical Billing and Coding Fundamentals  Communication, Critical Thinking, Leadership and Management MedCerts"
Data Analysis with R Programming,Google,"[' R Programming', ' Data Analysis', ' Computer Programming', ' Data Visualization', ' SQL']",4.8,9000,Beginner ,· Course ,· 1 - 3 Months,"Data Analysis with R Programming  R Programming, Data Analysis, Computer Programming, Data Visualization, SQL Google"
"Product Ideation, Design, and Management","University of Maryland, College Park","[' Leadership and Management', ' Design and Product', ' Strategy and Operations', ' Product Management', ' Entrepreneurship', ' Product Development', ' Strategy', ' Product Design', ' Marketing', ' Product Strategy', ' Research and Design', ' Market Research', ' Market Analysis', ' Product Marketing', ' Finance', ' Sales', ' Investment Management', ' Planning', ' Project Management', ' Financial Analysis', ' Financial Management', ' Business Psychology', ' Budget Management', ' Entrepreneurial Finance', ' Software Engineering Tools', ' Innovation']",4.5,492,Beginner ,· Specialization ,· 3 - 6 Months,"Product Ideation, Design, and Management  Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation University of Maryland, College Park"
Global Procurement and Sourcing,Rutgers the State University of New Jersey,"[' Procurement', ' Customer Relationship Management', ' Leadership and Management', ' Negotiation', ' Supplier Relationship Management']",4.7,1900,Beginner ,· Specialization ,· 3 - 6 Months,"Global Procurement and Sourcing  Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management Rutgers the State University of New Jersey"
Sound the Alarm: Detection and Response,Google,"[' Linux', ' Network Security', ' Computer Security Incident Management', ' Leadership and Management']",4.8,946,Beginner ,· Course ,· 1 - 4 Weeks,"Sound the Alarm: Detection and Response  Linux, Network Security, Computer Security Incident Management, Leadership and Management Google"
Excel Basics for Data Analysis,IBM,"[' Microsoft Excel', ' Spreadsheet Software', ' Data Analysis', ' Data Science']",4.8,6900,Beginner ,· Course ,· 1 - 3 Months,"Excel Basics for Data Analysis  Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science IBM"
Introduction to Calculus,The University of Sydney,"[' Algebra', ' Calculus', ' Mathematical Theory & Analysis', ' Mathematics', ' Problem Solving', ' Computational Logic', ' Critical Thinking', ' Differential Equations', ' Plot (Graphics)', ' Linear Algebra']",4.8,3500,Intermediate ,· Course ,· 1 - 3 Months,"Introduction to Calculus  Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra The University of Sydney"
MATLAB Programming for Engineers and Scientists,Vanderbilt University,"[' Computer Programming', ' Other Programming Languages', ' Matlab', ' Data Analysis', ' Algorithms', ' Theoretical Computer Science', ' Data Visualization', ' Mathematics', ' Plot (Graphics)', ' Visualization (Computer Graphics)', ' Computer Graphics', ' Statistical Machine Learning', ' General Statistics', ' Problem Solving', ' Programming Principles']",4.8,18000,Beginner ,· Specialization ,· 3 - 6 Months,"MATLAB Programming for Engineers and Scientists  Computer Programming, Other Programming Languages, Matlab, Data Analysis, Algorithms, Theoretical Computer Science, Data Visualization, Mathematics, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics, Statistical Machine Learning, General Statistics, Problem Solving, Programming Principles Vanderbilt University"
Medical Terminology,Rice University,"[' Human Learning', ' Communication']",4.9,423,Beginner ,· Specialization ,· 3 - 6 Months,"Medical Terminology  Human Learning, Communication Rice University"
System Administration and IT Infrastructure Services,Google,"[' Cloud Computing', ' Leadership and Management']",4.7,24000,Beginner ,· Course ,· 1 - 3 Months,"System Administration and IT Infrastructure Services  Cloud Computing, Leadership and Management Google"
Capstone: Applying Project Management in the Real World,Google,"[' Communication', ' Leadership and Management', ' Planning', ' Problem Solving', ' Project Management']",4.8,7200,Beginner ,· Course ,· 1 - 4 Weeks,"Capstone: Applying Project Management in the Real World  Communication, Leadership and Management, Planning, Problem Solving, Project Management Google"
Private Equity and Venture Capital,UniversitÃ  Bocconi,"[' Business Analysis', ' Entrepreneurial Finance', ' Finance', ' Financial Management', ' Investment Management', ' Mergers & Acquisitions', ' Entrepreneurship', ' Decision Making', ' Financial Analysis', ' Strategy']",4.8,7900,Mixed ,· Course ,· 1 - 3 Months,"Private Equity and Venture Capital  Business Analysis, Entrepreneurial Finance, Finance, Financial Management, Investment Management, Mergers & Acquisitions, Entrepreneurship, Decision Making, Financial Analysis, Strategy UniversitÃ  Bocconi"
Management Consulting,Emory University,"[' Leadership and Management', ' Business Communication', ' Critical Thinking', ' Problem Solving', ' Decision Making', ' Strategy', ' Business Development', ' Business Intelligence', ' Communication', ' Market Research', ' Data Analysis', ' People Analysis', ' People Management', ' Process Analysis', ' Project Management', ' Strategy and Operations', ' Data Management']",4.8,619,Beginner ,· Specialization ,· 3 - 6 Months,"Management Consulting  Leadership and Management, Business Communication, Critical Thinking, Problem Solving, Decision Making, Strategy, Business Development, Business Intelligence, Communication, Market Research, Data Analysis, People Analysis, People Management, Process Analysis, Project Management, Strategy and Operations, Data Management Emory University"
Share Data Through the Art of Visualization,Google,"[' Business Communication', ' Data Analysis', ' Data Visualization', ' Data Visualization Software', ' Tableau Software']",4.6,8000,Beginner ,· Course ,· 1 - 4 Weeks,"Share Data Through the Art of Visualization  Business Communication, Data Analysis, Data Visualization, Data Visualization Software, Tableau Software Google"
Financial Engineering and Risk Management,Columbia University,"[' Finance', ' Risk Management', ' Probability & Statistics', ' Leadership and Management', ' Mathematics', ' Investment Management', ' Securities Sales', ' Securities Trading', ' Computer Programming']",4.5,217,Intermediate ,· Specialization ,· 3 - 6 Months,"Financial Engineering and Risk Management  Finance, Risk Management, Probability & Statistics, Leadership and Management, Mathematics, Investment Management, Securities Sales, Securities Trading, Computer Programming Columbia University"
Project Management,University of Colorado Boulder,"[' Leadership and Management', ' Project Management', ' Planning', ' Strategy and Operations', ' Product Management', ' Agile Software Development', ' People Management', ' Strategy', ' Scrum (Software Development)', ' Performance Management', ' Risk Management', ' Business Process Management', ' Business Communication', ' Decision Making', ' Adaptability', ' Organizational Development', ' Data Analysis', ' Estimation', ' Budget Management']",4.8,506,Beginner ,· Specialization ,· 1 - 3 Months,"Project Management  Leadership and Management, Project Management, Planning, Strategy and Operations, Product Management, Agile Software Development, People Management, Strategy, Scrum (Software Development), Performance Management, Risk Management, Business Process Management, Business Communication, Decision Making, Adaptability, Organizational Development, Data Analysis, Estimation, Budget Management University of Colorado Boulder"
Management of Fashion and Luxury Companies,UniversitÃ  Bocconi,"[' Brand Management', ' Leadership and Management', ' Marketing', ' Retail Sales', ' Strategy', ' Communication', ' Digital Marketing', ' E-Commerce', ' Marketing Management', ' Retail Store Operations']",4.7,5600,Mixed ,· Course ,· 1 - 3 Months,"Management of Fashion and Luxury Companies  Brand Management, Leadership and Management, Marketing, Retail Sales, Strategy, Communication, Digital Marketing, E-Commerce, Marketing Management, Retail Store Operations UniversitÃ  Bocconi"
Automate Cybersecurity Tasks with Python,Google,"[' Python Programming', ' Algorithms', ' Computer Programming']",4.8,918,Beginner ,· Course ,· 1 - 4 Weeks,"Automate Cybersecurity Tasks with Python  Python Programming, Algorithms, Computer Programming Google"
Microsoft Azure Fundamentals AZ-900 Exam Prep,Microsoft,"[' Cloud Computing', ' Microsoft Azure', ' Cloud Management', ' Cloud Applications', ' Cloud Infrastructure', ' Cloud Platforms', ' Network Security', ' Cloud Engineering', ' Cloud Standards', ' DevOps', ' Leadership and Management', ' System Security', ' Cloud Storage', ' Machine Learning', ' Software As A Service', ' Cloud-Based Integration', ' Software Security', ' Data Management', ' Product Lifecycle', ' Security Software', ' Databases']",4.6,2400,Beginner ,· Specialization ,· 3 - 6 Months,"Microsoft Azure Fundamentals AZ-900 Exam Prep  Cloud Computing, Microsoft Azure, Cloud Management, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Network Security, Cloud Engineering, Cloud Standards, DevOps, Leadership and Management, System Security, Cloud Storage, Machine Learning, Software As A Service, Cloud-Based Integration, Software Security, Data Management, Product Lifecycle, Security Software, Databases Microsoft"
Build Wireframes and Low-Fidelity Prototypes,Google,"[' Product Design', ' User Experience', ' User Research']",4.9,7900,Beginner ,· Course ,· 1 - 4 Weeks,"Build Wireframes and Low-Fidelity Prototypes  Product Design, User Experience, User Research Google"
Databases and SQL for Data Science with Python,IBM,"[' Python Programming', ' Computer Programming', ' Data Analysis', ' Data Management', ' Data Structures', ' Database Administration', ' Database Application', ' Database Theory', ' Databases', ' SQL', ' Cloud Computing', ' IBM Cloud']",4.6,19000,Beginner ,· Course ,· 1 - 3 Months,"Databases and SQL for Data Science with Python  Python Programming, Computer Programming, Data Analysis, Data Management, Data Structures, Database Administration, Database Application, Database Theory, Databases, SQL, Cloud Computing, IBM Cloud IBM"
The Business of Music Production,Berklee,"[' Creativity', ' Critical Thinking', ' Regulations and Compliance', ' Problem Solving', ' Process Analysis', ' Writing', ' Decision Making', ' Business Analysis', ' Deep Learning', ' Strategy', ' Leadership and Management']",4.8,5000,Beginner ,· Specialization ,· 3 - 6 Months,"The Business of Music Production  Creativity, Critical Thinking, Regulations and Compliance, Problem Solving, Process Analysis, Writing, Decision Making, Business Analysis, Deep Learning, Strategy, Leadership and Management Berklee"
Practical Data Science on the AWS Cloud,Multiple educators,"[' Amazon Web Services', ' Exploratory Data Analysis']",4.5,533,Advanced ,· Specialization ,· 1 - 3 Months,"Practical Data Science on the AWS Cloud  Amazon Web Services, Exploratory Data Analysis Multiple educators"
Java Programming and Software Engineering Fundamentals,Duke University,"[' Computer Programming', ' Java Programming', ' Programming Principles', ' Algorithms', ' Problem Solving', ' Data Structures', ' Software Engineering', ' Computer Programming Tools', ' Critical Thinking', ' Computational Thinking', ' Data Analysis', ' Javascript', ' Software Testing', ' Front-End Web Development', ' HTML and CSS', ' Web Design', ' Web Development', ' Web Development Tools', ' Computer Graphic Techniques', ' Software Architecture', ' Data Model', ' Cryptography', ' Data Management', ' Small Data']",4.6,22000,Beginner ,· Specialization ,· 3 - 6 Months,"Java Programming and Software Engineering Fundamentals  Computer Programming, Java Programming, Programming Principles, Algorithms, Problem Solving, Data Structures, Software Engineering, Computer Programming Tools, Critical Thinking, Computational Thinking, Data Analysis, Javascript, Software Testing, Front-End Web Development, HTML and CSS, Web Design, Web Development, Web Development Tools, Computer Graphic Techniques, Software Architecture, Data Model, Cryptography, Data Management, Small Data Duke University"
Google Professional Workspace Administrator,Google Cloud,"[' Leadership and Management', ' Account Management', ' Google Cloud Platform', ' Cloud Management', ' System Security', ' Cloud Applications', ' Cloud Platforms', ' Security Engineering', ' Operations Management', ' Software Security', ' Network Security', ' Cloud Computing', ' Data Management', ' Security Strategy', ' Cloud Infrastructure', ' Organizational Development', ' Other Cloud Platforms and Tools', ' Change Management', ' Cloud-Based Integration', ' Database Administration', ' Collaboration', ' Software As A Service', ' Strategy and Operations', ' Computer Security Incident Management', ' Planning', ' Strategy', ' Security Software', ' Project Management', ' Accounting']",4.7,2900,Beginner ,· Professional Certificate ,· 1 - 4 Weeks,"Google Professional Workspace Administrator  Leadership and Management, Account Management, Google Cloud Platform, Cloud Management, System Security, Cloud Applications, Cloud Platforms, Security Engineering, Operations Management, Software Security, Network Security, Cloud Computing, Data Management, Security Strategy, Cloud Infrastructure, Organizational Development, Other Cloud Platforms and Tools, Change Management, Cloud-Based Integration, Database Administration, Collaboration, Software As A Service, Strategy and Operations, Computer Security Incident Management, Planning, Strategy, Security Software, Project Management, Accounting Google Cloud"
Scrum Master Certification,LearnQuest,"[' Agile Software Development', ' Scrum (Software Development)', ' Project Management', ' Software Engineering', ' Continuous Delivery', ' Product Development', ' Continuous Integration', ' Leadership and Management', ' Product Management', ' Collaboration', ' Software Testing', ' Strategy', ' Application Development', ' DevOps', ' Product Lifecycle', ' Planning', ' Software Engineering Tools', ' System Software', ' Devops Tools', ' Performance Management', ' Risk Management']",4.7,2600,Beginner ,· Specialization ,· 3 - 6 Months,"Scrum Master Certification  Agile Software Development, Scrum (Software Development), Project Management, Software Engineering, Continuous Delivery, Product Development, Continuous Integration, Leadership and Management, Product Management, Collaboration, Software Testing, Strategy, Application Development, DevOps, Product Lifecycle, Planning, Software Engineering Tools, System Software, Devops Tools, Performance Management, Risk Management LearnQuest"
The Strategy of Content Marketing,"University of California, Davis","[' Digital Marketing', ' Marketing', ' Writing', ' Strategy']",4.5,4300,Intermediate ,· Course ,· 1 - 3 Months,"The Strategy of Content Marketing  Digital Marketing, Marketing, Writing, Strategy University of California, Davis"
Introduction to Front-End Development,Meta,"[' HTML and CSS', ' React (web framework)', ' Web Development', ' Front-End Web Development', ' Web Design', ' Web Development Tools']",4.8,9500,Beginner ,· Course ,· 1 - 4 Weeks,"Introduction to Front-End Development  HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools Meta"
Six Sigma Black Belt,University System of Georgia,"[' Leadership and Management', ' Organizational Development', ' Strategy and Operations', ' General Statistics', ' Probability & Statistics', ' Operations Management', ' Process Analysis', ' Statistical Analysis', ' Business Analysis', ' Data Analysis', ' Project Management', ' Business Process Management', ' Performance Management', ' Basic Descriptive Statistics', ' Entrepreneurship', ' Statistical Tests', ' Problem Solving', ' Probability Distribution', ' Statistical Visualization', ' Strategy', ' Decision Making', ' Leadership Development', ' Planning', ' Correlation And Dependence', ' People Management', ' Communication', ' Customer Analysis', ' Marketing', ' Sales', ' Conflict Management', ' Customer Success', ' Experiment']",4.6,475,Intermediate ,· Specialization ,· 3 - 6 Months,"Six Sigma Black Belt  Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Conflict Management, Customer Success, Experiment University System of Georgia"
Introduction to Cybersecurity Tools & Cyber Attacks,IBM,"[' Cryptography', ' Security Software', ' Cyberattacks', ' Leadership and Management']",4.6,15000,Beginner ,· Course ,· 1 - 4 Weeks,"Introduction to Cybersecurity Tools & Cyber Attacks  Cryptography, Security Software, Cyberattacks, Leadership and Management IBM"
Financial Management,University of Illinois at Urbana-Champaign,"[' Financial Management', ' Finance', ' Financial Analysis', ' Financial Accounting', ' Leadership and Management', ' Accounting', ' Investment Management', ' Risk Management', ' Cash Management', ' Accounts Payable and Receivable', ' General Accounting', ' Management Accounting', ' Account Management', ' Corporate Accouting', ' Generally Accepted Accounting Principles (GAAP)', ' Cost Accounting', ' Decision Making', ' Market Analysis', ' Securities Trading', ' Strategy', ' Correlation And Dependence', ' Taxes', ' Mergers & Acquisitions']",4.7,6500,Intermediate ,· Specialization ,· 3 - 6 Months,"Financial Management  Financial Management, Finance, Financial Analysis, Financial Accounting, Leadership and Management, Accounting, Investment Management, Risk Management, Cash Management, Accounts Payable and Receivable, General Accounting, Management Accounting, Account Management, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Cost Accounting, Decision Making, Market Analysis, Securities Trading, Strategy, Correlation And Dependence, Taxes, Mergers & Acquisitions University of Illinois at Urbana-Champaign"
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,[' Leadership and Management'],4.8,434,Beginner ,· Specialization ,· 1 - 3 Months,"Food Sustainability, Mindful Eating, and Healthy Cooking  Leadership and Management Stanford University"
Calculus for Machine Learning and Data Science,DeepLearning.AI,"[' Machine Learning', ' Calculus', ' Differential Equations', ' Mathematics', ' Machine Learning Algorithms', ' Regression', ' Algebra', ' Algorithms', ' Artificial Neural Networks']",4.8,445,Beginner ,· Course ,· 1 - 4 Weeks,"Calculus for Machine Learning and Data Science  Machine Learning, Calculus, Differential Equations, Mathematics, Machine Learning Algorithms, Regression, Algebra, Algorithms, Artificial Neural Networks DeepLearning.AI"
Music Production,Berklee,"[' Creativity', ' Planning']",4.8,2800,Beginner ,· Specialization ,· 3 - 6 Months,"Music Production  Creativity, Planning Berklee"
Python Project for Data Science,IBM,"[' Python Programming', ' Computer Programming', ' Data Analysis', ' Data Science']",4.5,3800,Intermediate ,· Course ,· 1 - 4 Weeks,"Python Project for Data Science  Python Programming, Computer Programming, Data Analysis, Data Science IBM"
Game Design: Art and Concepts,California Institute of the Arts,"[' Creativity', ' Storytelling', ' Writing']",4.7,3800,Beginner ,· Specialization ,· 3 - 6 Months,"Game Design: Art and Concepts  Creativity, Storytelling, Writing California Institute of the Arts"
Investment Management,University of Geneva,"[' Finance', ' Investment Management', ' Leadership and Management', ' Financial Analysis', ' Risk Management', ' Financial Management', ' Market Analysis', ' Strategy', ' Decision Making', ' Behavioral Economics', ' Strategy and Operations', ' Correlation And Dependence', ' Market Research', ' Performance Management', ' Probability & Statistics', ' Securities Trading', ' Mathematical Theory & Analysis', ' Banking', ' Statistical Analysis']",4.7,7200,Beginner ,· Specialization ,· 3 - 6 Months,"Investment Management  Finance, Investment Management, Leadership and Management, Financial Analysis, Risk Management, Financial Management, Market Analysis, Strategy, Decision Making, Behavioral Economics, Strategy and Operations, Correlation And Dependence, Market Research, Performance Management, Probability & Statistics, Securities Trading, Mathematical Theory & Analysis, Banking, Statistical Analysis University of Geneva"
Bayesian Statistics,"University of California, Santa Cruz","[' Probability & Statistics', ' Bayesian Statistics', ' Probability Distribution', ' General Statistics', ' Statistical Analysis', ' R Programming', ' Statistical Programming', ' Mathematics', ' Regression', ' Data Analysis', ' Estimation', ' Statistical Tests', ' Machine Learning', ' Markov Model', ' Forecasting']",4.6,3400,Intermediate ,· Specialization ,· 3 - 6 Months,"Bayesian Statistics  Probability & Statistics, Bayesian Statistics, Probability Distribution, General Statistics, Statistical Analysis, R Programming, Statistical Programming, Mathematics, Regression, Data Analysis, Estimation, Statistical Tests, Machine Learning, Markov Model, Forecasting University of California, Santa Cruz"
Financial Analysis - Skills for Success,University of Illinois at Urbana-Champaign,"[' Finance', ' Financial Accounting', ' Accounts Payable and Receivable', ' Accounting', ' General Accounting', ' Financial Analysis', ' Leadership and Management', ' Cost Accounting', ' Account Management', ' Generally Accepted Accounting Principles (GAAP)', ' Business Analysis', ' Financial Management', ' Risk Management', ' Operational Analysis', ' Data Analysis', ' Planning']",4.6,171,Beginner ,· Specialization ,· 1 - 3 Months,"Financial Analysis - Skills for Success  Finance, Financial Accounting, Accounts Payable and Receivable, Accounting, General Accounting, Financial Analysis, Leadership and Management, Cost Accounting, Account Management, Generally Accepted Accounting Principles (GAAP), Business Analysis, Financial Management, Risk Management, Operational Analysis, Data Analysis, Planning University of Illinois at Urbana-Champaign"
Salesforce Sales Development Representative,Salesforce,"[' Leadership and Management', ' Sales', ' Communication', ' Emotional Intelligence', ' Strategy', ' Business Analysis', ' Customer Relationship Management', ' Prospecting and Qualification', ' Sales Systems', ' Business Communication', ' Business Development', ' Business Intelligence', ' Data Management', ' Salesforce']",4.5,407,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Salesforce Sales Development Representative  Leadership and Management, Sales, Communication, Emotional Intelligence, Strategy, Business Analysis, Customer Relationship Management, Prospecting and Qualification, Sales Systems, Business Communication, Business Development, Business Intelligence, Data Management, Salesforce Salesforce"
Introduction to Marketing,University of Pennsylvania,"[' Brand Management', ' Customer Analysis', ' Market Analysis', ' Marketing', ' Marketing Design', ' Product Marketing', ' Product Strategy', ' Strategy', ' Digital Marketing', ' Leadership and Management', ' Communication']",4.8,13000,Mixed ,· Course ,· 1 - 3 Months,"Introduction to Marketing  Brand Management, Customer Analysis, Market Analysis, Marketing, Marketing Design, Product Marketing, Product Strategy, Strategy, Digital Marketing, Leadership and Management, Communication University of Pennsylvania"
Human Resources Analytics,"University of California, Irvine","[' Human Resources', ' People Analysis', ' Business Analysis', ' Employee Relations', ' Human Resources Operations', ' Leadership and Management', ' People Development', ' Communication', ' Data Visualization', ' Influencing', ' Storytelling', ' Data Analysis']",4.6,1400,Mixed ,· Course ,· 1 - 4 Weeks,"Human Resources Analytics  Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis University of California, Irvine"
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,"[' Creativity', ' Social Media', ' Operations Management', ' Writing']",4.7,6200,Beginner ,· Specialization ,· 3 - 6 Months,"Photography Basics and Beyond: From Smartphone to DSLR  Creativity, Social Media, Operations Management, Writing Michigan State University"
The Singer Songwriter,Berklee,"[' Creativity', ' Writing']",4.8,4200,Beginner ,· Specialization ,· 3 - 6 Months,"The Singer Songwriter  Creativity, Writing Berklee"
CompTIA a+_ cyber,CompTIA,"[' Cloud Computing', ' Cyberattacks', ' Data Management', ' Human Computer Interaction', ' Network Security', ' Operating Systems', ' System Security']",4.6,25,Beginner ,· Specialization ,· 1 - 3 Months,"CompTIA a+_ cyber  Cloud Computing, Cyberattacks, Data Management, Human Computer Interaction, Network Security, Operating Systems, System Security CompTIA"
Contabilidad para no contadores,Universidad Nacional AutÃ³noma de MÃ©xico,"[' Accounting', ' Finance', ' Financial Accounting', ' General Accounting', ' Accounts Payable and Receivable', ' Business Analysis', ' Financial Analysis', ' Operational Analysis', ' Planning', ' Calculus']",4.8,8600,Beginner ,· Course ,· 1 - 3 Months,"Contabilidad para no contadores  Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Calculus Universidad Nacional AutÃ³noma de MÃ©xico"
Coding for Everyone: C and C++,"University of California, Santa Cruz","[' C Programming Language Family', ' Computer Programming', ' Programming Principles', ' Algorithms', ' Data Structures', ' C++ Programming', ' Computational Logic', ' Computer Programming Tools', ' Computational Thinking', ' Critical Thinking', ' Mathematics', ' Problem Solving', ' Graph Theory', ' Theoretical Computer Science']",4.5,9000,Beginner ,· Specialization ,· 3 - 6 Months,"Coding for Everyone: C and C++  C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Theoretical Computer Science University of California, Santa Cruz"
Business Statistics and Analysis,Rice University,"[' Probability & Statistics', ' Statistical Analysis', ' Business Analysis', ' General Statistics', ' Data Analysis', ' Spreadsheet Software', ' Basic Descriptive Statistics', ' Microsoft Excel', ' Statistical Tests', ' Probability Distribution', ' Business Intelligence', ' Data Analysis Software', ' Regression', ' Data Management', ' Critical Thinking', ' Data Visualization', ' Interactive Data Visualization', ' Plot (Graphics)', ' Statistical Visualization']",4.7,12000,Beginner ,· Specialization ,· 3 - 6 Months,"Business Statistics and Analysis  Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Interactive Data Visualization, Plot (Graphics), Statistical Visualization Rice University"
Object Oriented Programming in Java,Multiple educators,"[' Computer Programming', ' Java Programming', ' Algorithms', ' Data Structures', ' Problem Solving', ' Programming Principles', ' Computational Thinking', ' Computer Programming Tools', ' Critical Thinking', ' Software Engineering', ' Computational Logic', ' Data Analysis', ' Visualization (Computer Graphics)', ' Software Testing', ' Computer Graphics', ' Cryptography', ' Data Management']",4.6,15000,Beginner ,· Specialization ,· 3 - 6 Months,"Object Oriented Programming in Java  Computer Programming, Java Programming, Algorithms, Data Structures, Problem Solving, Programming Principles, Computational Thinking, Computer Programming Tools, Critical Thinking, Software Engineering, Computational Logic, Data Analysis, Visualization (Computer Graphics), Software Testing, Computer Graphics, Cryptography, Data Management Multiple educators"
Six Sigma Green Belt,University System of Georgia,"[' Data Analysis', ' Probability & Statistics', ' Business Analysis', ' Process Analysis', ' Statistical Analysis', ' General Statistics', ' Operational Analysis', ' Business Process Management', ' Organizational Development', ' Performance Management', ' Problem Solving', ' Project Management', ' Statistical Tests', ' Statistical Visualization', ' Strategy and Operations', ' Decision Making', ' Leadership and Management', ' Mathematics', ' Operations Management', ' Supply Chain and Logistics', ' Entrepreneurship', ' Planning', ' Probability Distribution', ' Data Visualization', ' Experiment', ' Interactive Data Visualization', ' Interactive Design', ' Design and Product']",4.7,4000,Intermediate ,· Specialization ,· 3 - 6 Months,"Six Sigma Green Belt  Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Data Visualization, Experiment, Interactive Data Visualization, Interactive Design, Design and Product University System of Georgia"
Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,"[' Data Management', ' Databases', ' Microsoft Azure', ' Cloud Computing', ' SQL', ' Big Data', ' Data Analysis', ' Database Application', ' Data Architecture', ' Data Warehousing', ' Cloud Storage', ' Data Structures', ' Data Visualization', ' Extract', ' Transform', ' Load', ' Leadership and Management', ' NoSQL', ' Data Analysis Software', ' Data Visualization Software', ' Database Administration', ' Cloud Infrastructure', ' Cloud Management', ' Database Theory', ' PostgreSQL']",4.7,574,Beginner ,· Specialization ,· 3 - 6 Months,"Microsoft Azure Data Fundamentals DP-900 Exam Prep  Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Architecture, Data Warehousing, Cloud Storage, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Database Theory, PostgreSQL Microsoft"
Programming in C++: A Hands-on Introduction,Codio,"[' Computer Programming', ' Computer Science', ' Problem Solving']",4.6,962,Beginner ,· Specialization ,· 3 - 6 Months,"Programming in C++: A Hands-on Introduction  Computer Programming, Computer Science, Problem Solving Codio"
Microsoft Azure Data Scientist Associate (DP-100),Microsoft,"[' Machine Learning', ' Microsoft Azure', ' Applied Machine Learning', ' Machine Learning Algorithms', ' Machine Learning Software', ' Cloud Computing', ' Python Programming', ' Human Learning', ' Algorithms', ' Big Data', ' Cloud Applications', ' Data Analysis', ' Regression', ' Cloud-Based Integration', ' Extract', ' Transform', ' Load', ' Training', ' Exploratory Data Analysis', ' Cloud Platforms', ' Data Management', ' Deep Learning', ' Experiment']",4.4,309,Intermediate ,· Professional Certificate ,· 3 - 6 Months,"Microsoft Azure Data Scientist Associate (DP-100)  Machine Learning, Microsoft Azure, Applied Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Python Programming, Human Learning, Algorithms, Big Data, Cloud Applications, Data Analysis, Regression, Cloud-Based Integration, Extract, Transform, Load, Training, Exploratory Data Analysis, Cloud Platforms, Data Management, Deep Learning, Experiment Microsoft"
